verb,first_frame_diff,total_intersection,total_union,accuracy_2,accuracy_all,recall,precision,f1_0,f1_1,f1_2,f1_macro,f1_micro
chopping,3,6,18,0.699999988079071,0.45,1.0,0.3333333432674408,0.42105263471603394,0.4444444477558136,0.5,0.45516571402549744,0.44999998807907104
chopping,7,3,18,0.625,0.425,1.0,0.1666666716337204,0.529411792755127,0.4000000059604645,0.2857142984867096,0.40504202246665955,0.42500001192092896
whipping,19,0,19,0.5249999761581421,0.4,0.0,0.0,0.6666666865348816,0.47826087474823,0.0,0.38164249062538147,0.4000000059604645
whipping,11,1,19,0.550000011920929,0.325,1.0,0.05263157933950424,0.38461539149284363,0.4117647111415863,0.10000000149011612,0.29879337549209595,0.32499998807907104
peeling,0,18,18,1.0,0.725,1.0,1.0,0.0,0.6666666865348816,1.0,0.5555555820465088,0.7250000238418579
peeling,13,5,18,0.675000011920929,0.425,1.0,0.2777777910232544,0.37837839126586914,0.5,0.43478259444236755,0.43772032856941223,0.42500001192092896
browning,9,5,19,0.6499999761581421,0.3,1.0,0.2631579041481018,0.29629629850387573,0.2068965584039688,0.4166666567325592,0.3066198527812958,0.30000001192092896
browning,18,0,18,0.550000011920929,0.475,0.0,0.0,0.0,0.6440678238868713,0.0,0.21468926966190338,0.4749999940395355
chopping,9,9,18,0.7749999761581421,0.6,1.0,0.5,0.5,0.6666666865348816,0.6666666865348816,0.6111111640930176,0.6000000238418579
chopping,9,9,18,0.7749999761581421,0.525,1.0,0.5,0.5833333134651184,0.3448275923728943,0.6666666865348816,0.5316092371940613,0.5249999761581421
frying,13,0,24,0.4000000059604645,0.075,0.0,0.0,0.0,0.23076923191547394,0.0,0.07692307978868484,0.07500000298023224
frying,10,4,14,0.75,0.525,1.0,0.2857142984867096,0.48275861144065857,0.6060606241226196,0.4444444477558136,0.5110878944396973,0.5249999761581421
chopping,6,9,18,0.7749999761581421,0.6,1.0,0.5,0.6428571343421936,0.47999998927116394,0.6666666865348816,0.5965079665184021,0.6000000238418579
chopping,8,10,26,0.6000000238418579,0.575,0.5555555820465088,0.5555555820465088,0.6666666865348816,0.47058823704719543,0.5555555820465088,0.5642701983451843,0.574999988079071
melting,62,14,76,0.36082473397254944,0.28865979381443296,1.0,0.18421052396297455,0.4615384638309479,0.24175824224948883,0.31111112236976624,0.3381359577178955,0.2886597812175751
melting,18,0,18,0.550000011920929,0.35,0.0,0.0,0.6000000238418579,0.380952388048172,0.0,0.32698413729667664,0.3499999940395355
chopping,14,5,19,0.6499999761581421,0.325,1.0,0.2631579041481018,0.3684210479259491,0.1111111119389534,0.4166666567325592,0.2987329363822937,0.32499998807907104
chopping,3,1,19,0.550000011920929,0.225,1.0,0.05263157933950424,0.25,0.30000001192092896,0.10000000149011612,0.21666668355464935,0.22499999403953552
sauteing,17,0,17,0.574999988079071,0.225,0.0,0.0,0.5454545617103577,0.0,0.0,0.1818181872367859,0.22499999403953552
sauteing,17,0,17,0.574999988079071,0.375,0.0,0.0,0.4324324429035187,0.5384615659713745,0.0,0.32363131642341614,0.375
browning,22,5,55,0.350649356842041,0.15584415584415584,1.0,0.09090909361839294,0.1846153885126114,0.06896551698446274,0.1666666716337204,0.14008252322673798,0.15584415197372437
browning,10,3,19,0.6000000238418579,0.575,1.0,0.15789473056793213,0.47999998927116394,0.8484848737716675,0.27272728085517883,0.5337373614311218,0.574999988079071
frying,6,6,16,0.75,0.45,1.0,0.375,0.0,0.6486486196517944,0.5454545617103577,0.3980344235897064,0.44999998807907104
frying,15,0,15,0.625,0.075,0.0,0.0,0.0,0.13953489065170288,0.0,0.046511631458997726,0.07500000298023224
grating,7,4,18,0.6499999761581421,0.4,1.0,0.2222222238779068,0.3684210479259491,0.5,0.3636363744735718,0.41068580746650696,0.4000000059604645
grating,4,9,22,0.675000011920929,0.525,0.692307710647583,0.5,0.48275861144065857,0.5,0.5806451439857483,0.521134614944458,0.5249999761581421
slicing,9,9,18,0.7749999761581421,0.675,1.0,0.5,0.800000011920929,0.6060606241226196,0.6666666865348816,0.6909091472625732,0.675000011920929
roasting,18,0,18,0.550000011920929,0.3,0.0,0.0,0.4848484992980957,0.27586206793785095,0.0,0.25357019901275635,0.30000001192092896
shredding,4,13,22,0.7749999761581421,0.675,0.7647058963775635,0.7222222089767456,0.0,0.7777777910232544,0.7428571581840515,0.5068783164024353,0.675000011920929
shredding,9,13,26,0.675000011920929,0.6,0.6190476417541504,0.7222222089767456,0.6000000238418579,0.4761904776096344,0.6666666865348816,0.5809524059295654,0.6000000238418579
roasting,18,0,18,0.550000011920929,0.55,0.0,0.0,1.0,0.6538461446762085,0.0,0.5512820482254028,0.550000011920929
roasting,4,23,29,0.8846153616905212,0.8269230769230769,1.0,0.7931034564971924,0.2222222238779068,0.8837209343910217,0.8846153616905212,0.663519561290741,0.8269230723381042
chopping,11,4,29,0.375,0.2,0.2666666805744171,0.2222222238779068,0.0,0.3076923191547394,0.24242424964904785,0.18337218463420868,0.20000000298023224
chopping,1,13,18,0.875,0.675,1.0,0.7222222089767456,0.0,0.7567567825317383,0.8387096524238586,0.531822144985199,0.675000011920929
blending,6,19,25,0.8500000238418579,0.575,0.7599999904632568,1.0,0.42105263471603394,0.0,0.8636363744735718,0.4282296597957611,0.574999988079071
blending,0,19,19,1.0,0.925,1.0,1.0,0.800000011920929,0.8888888955116272,1.0,0.8962963223457336,0.925000011920929
coating,15,3,19,0.6000000238418579,0.425,1.0,0.15789473056793213,0.23529411852359772,0.5853658318519592,0.27272728085517883,0.36446240544319153,0.42500001192092896
coating,5,10,19,0.7749999761581421,0.725,1.0,0.5263158082962036,0.6315789222717285,0.8125,0.6896551847457886,0.7112447619438171,0.7250000238418579
melting,11,2,19,0.574999988079071,0.125,1.0,0.10526315867900848,0.1764705926179886,0.0,0.190476194024086,0.12231559306383133,0.125
melting,19,0,19,0.5249999761581421,0.475,0.0,0.0,0.0,0.6440678238868713,0.0,0.21468926966190338,0.4749999940395355
chopping,0,14,18,0.8999999761581421,0.825,1.0,0.7777777910232544,0.6666666865348816,0.8888888955116272,0.875,0.8101851940155029,0.824999988079071
chopping,18,0,18,0.550000011920929,0.4,0.0,0.0,0.5454545617103577,0.48275861144065857,0.0,0.34273770451545715,0.4000000059604645
squeezing,19,0,19,0.5249999761581421,0.4,0.0,0.0,0.095238097012043,0.75,0.0,0.2817460298538208,0.4000000059604645
squeezing,2,18,20,0.949999988079071,0.65,0.8999999761581421,1.0,0.5384615659713745,0.125,0.9473684430122375,0.5369433760643005,0.6499999761581421
browning,18,0,18,0.550000011920929,0.45,0.0,0.0,0.3125,0.8666666746139526,0.0,0.3930555582046509,0.44999998807907104
browning,13,4,18,0.6499999761581421,0.325,1.0,0.2222222238779068,0.3333333432674408,0.2857142984867096,0.3636363744735718,0.3275613486766815,0.32499998807907104
crushing,0,9,19,0.75,0.7,1.0,0.4736842215061188,0.3333333432674408,0.9411764740943909,0.6428571343421936,0.6391223073005676,0.699999988079071
crushing,18,0,18,0.550000011920929,0.45,0.0,0.0,0.7777777910232544,0.5,0.0,0.42592594027519226,0.44999998807907104
chopping,18,0,18,0.550000011920929,0.325,0.0,0.0,0.46666666865348816,0.375,0.0,0.2805555760860443,0.32499998807907104
chopping,1,1,18,0.574999988079071,0.2,1.0,0.0555555559694767,0.31111112236976624,0.0,0.10526315867900848,0.13879142701625824,0.20000000298023224
melting,19,0,19,0.5249999761581421,0.4,0.0,0.0,0.3125,0.7586206793785095,0.0,0.35704025626182556,0.4000000059604645
melting,0,17,19,0.949999988079071,0.875,1.0,0.8947368264198303,0.2857142984867096,0.9189189076423645,0.9444444179534912,0.7163591980934143,0.875
melting,1,18,19,0.9750000238418579,0.85,1.0,0.9473684430122375,0.4444444477558136,0.8235294222831726,0.9729729890823364,0.7469822764396667,0.8500000238418579
melting,4,19,23,0.8999999761581421,0.8,0.8260869383811951,1.0,0.0,0.7647058963775635,0.9047619104385376,0.5564892888069153,0.800000011920929
browning,27,5,32,0.5,0.3888888888888889,1.0,0.15625,0.0,0.5,0.2702702581882477,0.2567567527294159,0.3888888955116272
browning,15,3,18,0.625,0.525,1.0,0.1666666716337204,0.0,0.6666666865348816,0.2857142984867096,0.3174603283405304,0.5249999761581421
frying,17,0,17,0.574999988079071,0.2,0.0,0.0,0.2857142984867096,0.2380952388048172,0.0,0.1746031790971756,0.20000000298023224
frying,11,30,57,0.6086956262588501,0.5797101449275363,0.7317073345184326,0.6521739363670349,0.0,0.6060606241226196,0.6896551847457886,0.43190526962280273,0.5797101259231567
frying,15,0,15,0.625,0.5,0.0,0.0,0.7058823704719543,0.5833333134651184,0.0,0.4297385513782501,0.5
frying,16,0,16,0.6000000238418579,0.2,0.0,0.0,0.3076923191547394,0.21052631735801697,0.0,0.17273955047130585,0.20000000298023224
frying,17,0,17,0.574999988079071,0.425,0.0,0.0,0.625,0.5106382966041565,0.0,0.3785460889339447,0.42500001192092896
frying,16,0,16,0.6000000238418579,0.375,0.0,0.0,0.5365853905677795,0.3478260934352875,0.0,0.29480382800102234,0.375
coating,45,7,53,0.3866666555404663,0.14666666666666667,1.0,0.1320754736661911,0.1568627506494522,0.0,0.23333333432674408,0.13006536662578583,0.14666666090488434
coating,1,19,20,0.9750000238418579,0.925,0.949999988079071,1.0,0.5,0.9189189076423645,0.9743589758872986,0.7977592945098877,0.925000011920929
grilling,8,15,23,0.800000011920929,0.675,0.6521739363670349,1.0,0.5454545617103577,0.5806451439857483,0.7894737124443054,0.6385244727134705,0.675000011920929
grilling,15,1,16,0.625,0.55,1.0,0.0625,0.7692307829856873,0.6399999856948853,0.11764705926179886,0.5089592337608337,0.550000011920929
melting,19,0,19,0.5249999761581421,0.15,0.0,0.0,0.11764705926179886,0.22727273404598236,0.0,0.1149732694029808,0.15000000596046448
melting,1,1,20,0.5249999761581421,0.25,0.5,0.05263157933950424,0.25641027092933655,0.4000000059604645,0.095238097012043,0.25054946541786194,0.25
peeling,6,12,18,0.8500000238418579,0.675,1.0,0.6666666865348816,0.695652186870575,0.5185185074806213,0.800000011920929,0.6713902354240417,0.675000011920929
peeling,18,0,18,0.550000011920929,0.375,0.0,0.0,0.0,0.5454545617103577,0.0,0.1818181872367859,0.375
slicing,24,24,73,0.4842105209827423,0.37894736842105264,1.0,0.3287671208381653,0.3137255012989044,0.190476194024086,0.49484536051750183,0.33301568031311035,0.378947377204895
slicing,14,2,19,0.574999988079071,0.45,1.0,0.10526315867900848,0.0,0.6274510025978088,0.190476194024086,0.2726424038410187,0.44999998807907104
crushing,2,12,18,0.8500000238418579,0.5,1.0,0.6666666865348816,0.1666666716337204,0.4615384638309479,0.800000011920929,0.476068377494812,0.5
crushing,5,4,23,0.5249999761581421,0.175,0.4444444477558136,0.2222222238779068,0.125,0.095238097012043,0.29629629850387573,0.17217813432216644,0.17499999701976776
grating,8,10,18,0.800000011920929,0.625,1.0,0.5555555820465088,0.0,0.6666666865348816,0.7142857313156128,0.460317462682724,0.625
grating,13,3,18,0.625,0.525,1.0,0.1666666716337204,0.75,0.5142857432365417,0.2857142984867096,0.5166667103767395,0.5249999761581421
crushing,0,11,18,0.824999988079071,0.65,1.0,0.6111111044883728,0.0,0.8108108043670654,0.7586206793785095,0.5231438279151917,0.6499999761581421
crushing,14,4,18,0.6499999761581421,0.5,1.0,0.2222222238779068,0.0,0.6153846383094788,0.3636363744735718,0.32634034752845764,0.5
shredding,18,0,18,0.550000011920929,0.375,0.0,0.0,0.0,0.7317073345184326,0.0,0.24390244483947754,0.375
shredding,12,7,19,0.699999988079071,0.375,1.0,0.3684210479259491,0.47999998927116394,0.13793103396892548,0.5384615659713745,0.3854641914367676,0.375
browning,16,0,16,0.6000000238418579,0.375,0.0,0.0,0.42105263471603394,0.5384615659713745,0.0,0.3198380768299103,0.375
browning,6,11,17,0.8500000238418579,0.725,1.0,0.6470588445663452,0.4444444477558136,0.7441860437393188,0.7857142686843872,0.6581149101257324,0.7250000238418579
chopping,15,9,24,0.6739130616188049,0.5434782608695652,1.0,0.375,0.6666666865348816,0.4878048896789551,0.5454545617103577,0.5666420459747314,0.54347825050354
chopping,13,13,31,0.550000011920929,0.375,0.5,0.7222222089767456,0.0,0.1666666716337204,0.5909090638160706,0.2525252401828766,0.375
frying,3,5,19,0.6499999761581421,0.45,0.7142857313156128,0.29411765933036804,0.0,0.7222222089767456,0.4166666567325592,0.37962961196899414,0.44999998807907104
frying,17,0,17,0.574999988079071,0.475,0.0,0.0,0.0,0.6440678238868713,0.0,0.21468926966190338,0.4749999940395355
chopping,19,0,19,0.5249999761581421,0.15,0.0,0.0,0.34285715222358704,0.0,0.0,0.11428571492433548,0.15000000596046448
chopping,6,11,24,0.675000011920929,0.4,0.6470588445663452,0.6111111044883728,0.3571428656578064,0.0,0.6285714507102966,0.3285714387893677,0.4000000059604645
zesting,3,19,24,0.8913043737411499,0.6521739130434783,1.0,0.7916666865348816,0.5185185074806213,0.3636363744735718,0.8837209343910217,0.5886252522468567,0.6521739363670349
zesting,18,0,18,0.550000011920929,0.375,0.0,0.0,0.0,0.6976743936538696,0.0,0.23255813121795654,0.375
slicing,2,17,19,0.949999988079071,0.775,1.0,0.8947368264198303,0.0,0.7567567825317383,0.9444444179534912,0.5670670866966248,0.7749999761581421
slicing,19,0,19,0.5249999761581421,0.475,0.0,0.0,0.0,0.6440678238868713,0.0,0.21468926966190338,0.4749999940395355
frying,18,0,18,0.550000011920929,0.5,0.0,0.0,0.3529411852359772,0.7555555701255798,0.0,0.36949893832206726,0.5
frying,17,0,17,0.574999988079071,0.4,0.0,0.0,0.4000000059604645,0.6060606241226196,0.0,0.3353535234928131,0.4000000059604645
peeling,19,0,19,0.5249999761581421,0.275,0.0,0.0,0.5454545617103577,0.25641027092933655,0.0,0.26728829741477966,0.2750000059604645
peeling,12,7,19,0.699999988079071,0.575,1.0,0.3684210479259491,0.0,0.6666666865348816,0.5384615659713745,0.4017094075679779,0.574999988079071
slicing,15,4,19,0.625,0.35,1.0,0.21052631735801697,0.3333333432674408,0.380952388048172,0.3478260934352875,0.3540372848510742,0.3499999940395355
slicing,1,16,18,0.949999988079071,0.775,1.0,0.8888888955116272,0.5714285969734192,0.7200000286102295,0.9411764740943909,0.74420166015625,0.7749999761581421
grating,18,0,18,0.550000011920929,0.425,0.0,0.0,0.41025641560554504,0.782608687877655,0.0,0.3976217210292816,0.42500001192092896
grating,10,6,18,0.699999988079071,0.55,1.0,0.3333333432674408,0.6666666865348816,0.48275861144065857,0.5,0.5498084425926208,0.550000011920929
chopping,1,7,18,0.7250000238418579,0.65,1.0,0.3888888955116272,0.5806451439857483,0.8333333134651184,0.5600000023841858,0.6579928398132324,0.6499999761581421
chopping,11,5,18,0.675000011920929,0.425,1.0,0.2777777910232544,0.41025641560554504,0.4444444477558136,0.43478259444236755,0.42982780933380127,0.42500001192092896
grating,18,0,18,0.550000011920929,0.3,0.0,0.0,0.40909090638160706,0.3333333432674408,0.0,0.24747474491596222,0.30000001192092896
grating,3,9,21,0.699999988079071,0.575,0.75,0.5,0.5,0.6363636255264282,0.6000000238418579,0.5787878632545471,0.574999988079071
crushing,24,2,26,0.5,0.20833333333333334,1.0,0.07692307978868484,0.3265306055545807,0.0,0.1428571492433548,0.15646259486675262,0.2083333283662796
crushing,6,19,26,0.8541666865348816,0.6041666666666666,1.0,0.7307692170143127,0.13333334028720856,0.5,0.8444444537162781,0.49259257316589355,0.6041666865348816
chopping,8,5,18,0.675000011920929,0.525,1.0,0.2777777910232544,0.4375,0.7200000286102295,0.43478259444236755,0.5307608842849731,0.5249999761581421
chopping,2,7,21,0.6499999761581421,0.6,0.7777777910232544,0.3684210479259491,0.3636363744735718,0.8666666746139526,0.5,0.5767676830291748,0.6000000238418579
slicing,10,2,19,0.574999988079071,0.4,1.0,0.10526315867900848,0.4285714328289032,0.5161290168762207,0.190476194024086,0.37839221954345703,0.4000000059604645
slicing,23,13,36,0.6034482717514038,0.4827586206896552,1.0,0.3611111044883728,0.0,0.625,0.5306122303009033,0.3852040767669678,0.48275861144065857
blending,2,14,20,0.8500000238418579,0.6,0.875,0.7777777910232544,0.4615384638309479,0.4000000059604645,0.8235294222831726,0.5616893172264099,0.6000000238418579
blending,18,0,18,0.550000011920929,0.425,0.0,0.0,0.761904776096344,0.4390243887901306,0.0,0.4003097116947174,0.42500001192092896
blending,8,11,19,0.800000011920929,0.65,1.0,0.5789473652839661,0.0,0.7692307829856873,0.7333333492279053,0.5008547306060791,0.6499999761581421
blending,19,0,19,0.5249999761581421,0.3,0.0,0.0,0.3243243098258972,0.5,0.0,0.2747747600078583,0.30000001192092896
blending,18,0,18,0.550000011920929,0.525,0.0,0.0,0.8571428656578064,0.6545454263687134,0.0,0.5038960576057434,0.5249999761581421
blending,19,0,19,0.5249999761581421,0.425,0.0,0.0,0.625,0.5333333611488342,0.0,0.3861111104488373,0.42500001192092896
grilling,17,0,17,0.574999988079071,0.55,0.0,0.0,0.0,0.7096773982048035,0.0,0.23655913770198822,0.550000011920929
grilling,16,0,16,0.6000000238418579,0.55,0.0,0.0,0.4444444477558136,0.7272727489471436,0.0,0.3905723989009857,0.550000011920929
crushing,12,7,19,0.699999988079071,0.575,1.0,0.3684210479259491,0.7368420958518982,0.5142857432365417,0.5384615659713745,0.5965297818183899,0.574999988079071
crushing,17,2,19,0.574999988079071,0.35,1.0,0.10526315867900848,0.25,0.5925925970077515,0.190476194024086,0.3443562686443329,0.3499999940395355
peeling,6,12,18,0.8500000238418579,0.775,1.0,0.6666666865348816,0.800000011920929,0.7428571581840515,0.800000011920929,0.7809523940086365,0.7749999761581421
peeling,18,0,18,0.550000011920929,0.4,0.0,0.0,0.0,0.5714285969734192,0.0,0.190476194024086,0.4000000059604645
mincing,18,0,18,0.550000011920929,0.4,0.0,0.0,0.75,0.3684210479259491,0.0,0.37280702590942383,0.4000000059604645
mincing,18,0,18,0.550000011920929,0.45,0.0,0.0,0.761904776096344,0.4878048896789551,0.0,0.41656985878944397,0.44999998807907104
peeling,2,16,18,0.949999988079071,0.725,1.0,0.8888888955116272,0.1818181872367859,0.6857143044471741,0.9411764740943909,0.6029029488563538,0.7250000238418579
peeling,18,0,18,0.550000011920929,0.4,0.0,0.0,0.3684210479259491,0.75,0.0,0.37280702590942383,0.4000000059604645
chopping,2,0,20,0.5,0.2,0.0,0.0,0.3181818127632141,0.125,0.0,0.14772726595401764,0.20000000298023224
chopping,7,1,18,0.574999988079071,0.375,1.0,0.0555555559694767,0.5263158082962036,0.3478260934352875,0.10526315867900848,0.3264683783054352,0.375
blending,13,3,19,0.6000000238418579,0.25,1.0,0.15789473056793213,0.0,0.4000000059604645,0.27272728085517883,0.2242424339056015,0.25
blending,4,15,19,0.8999999761581421,0.65,1.0,0.7894737124443054,0.5,0.4615384638309479,0.8823529481887817,0.6146304607391357,0.6499999761581421
chopping,10,13,31,0.6603773832321167,0.4716981132075472,1.0,0.4193548262119293,0.4375,0.3333333432674408,0.5909090638160706,0.45391416549682617,0.4716981053352356
chopping,10,0,24,0.4000000059604645,0.125,0.0,0.0,0.0,0.38461539149284363,0.0,0.12820513546466827,0.125
frying,0,16,18,0.949999988079071,0.8,1.0,0.8888888955116272,0.0,0.8421052694320679,0.9411764740943909,0.5944272875785828,0.800000011920929
frying,18,0,18,0.550000011920929,0.075,0.0,0.0,0.1621621549129486,0.0,0.0,0.054054051637649536,0.07500000298023224
roasting,9,9,18,0.7749999761581421,0.35,1.0,0.5,0.25,0.13793103396892548,0.6666666865348816,0.35153257846832275,0.3499999940395355
roasting,3,1,22,0.4749999940395355,0.3,0.25,0.05263157933950424,0.0,0.6875,0.08695652335882187,0.25815215706825256,0.30000001192092896
grilling,17,0,17,0.574999988079071,0.1,0.0,0.0,0.0,0.1818181872367859,0.0,0.06060606241226196,0.10000000149011612
grilling,4,9,18,0.7749999761581421,0.5,1.0,0.5,0.3571428656578064,0.47999998927116394,0.6666666865348816,0.5012698173522949,0.5
grating,1,3,20,0.574999988079071,0.375,0.75,0.15789473056793213,0.3333333432674408,0.5714285969734192,0.260869562625885,0.38854384422302246,0.375
grating,12,6,18,0.699999988079071,0.675,1.0,0.3333333432674408,0.8421052694320679,0.7027027010917664,0.5,0.6816026568412781,0.675000011920929
grating,18,0,18,0.550000011920929,0.225,0.0,0.0,0.3414634168148041,0.190476194024086,0.0,0.1773132085800171,0.22499999403953552
grating,0,16,18,0.949999988079071,0.775,1.0,0.8888888955116272,0.6086956262588501,0.695652186870575,0.9411764740943909,0.7485080361366272,0.7749999761581421
mashing,2,18,20,0.949999988079071,0.9,0.8999999761581421,1.0,0.8888888955116272,0.8333333134651184,0.9473684430122375,0.8898635506629944,0.8999999761581421
mashing,4,10,19,0.7749999761581421,0.775,1.0,0.5263158082962036,0.7058823704719543,0.8823529481887817,0.6896551847457886,0.7592968940734863,0.7749999761581421
squeezing,17,2,19,0.574999988079071,0.475,1.0,0.10526315867900848,0.0,0.6181818246841431,0.190476194024086,0.26955267786979675,0.4749999940395355
squeezing,12,6,18,0.699999988079071,0.65,1.0,0.3333333432674408,0.800000011920929,0.695652186870575,0.5,0.665217399597168,0.6499999761581421
frying,6,12,18,0.8500000238418579,0.45,1.0,0.6666666865348816,0.1111111119389534,0.3125,0.800000011920929,0.4078703820705414,0.44999998807907104
frying,17,0,17,0.574999988079071,0.225,0.0,0.0,0.3076923191547394,0.2702702581882477,0.0,0.19265419244766235,0.22499999403953552
roasting,1,16,19,0.925000011920929,0.825,0.9411764740943909,0.8888888955116272,0.625,0.8275862336158752,0.9142857193946838,0.7889572978019714,0.824999988079071
roasting,5,16,23,0.824999988079071,0.7,0.761904776096344,0.8888888955116272,0.0,0.7058823704719543,0.8205128312110901,0.5087984204292297,0.699999988079071
chopping,2,5,20,0.625,0.4,0.7142857313156128,0.2777777910232544,0.3125,0.52173912525177,0.4000000059604645,0.4114130437374115,0.4000000059604645
chopping,0,9,18,0.7749999761581421,0.55,1.0,0.5,0.4000000059604645,0.6086956262588501,0.6666666865348816,0.5584540963172913,0.550000011920929
slicing,17,2,19,0.574999988079071,0.525,1.0,0.10526315867900848,0.875,0.5581395626068115,0.190476194024086,0.5412052273750305,0.5249999761581421
slicing,19,0,19,0.5249999761581421,0.375,0.0,0.0,0.0,0.5454545617103577,0.0,0.1818181872367859,0.375
frying,18,0,18,0.550000011920929,0.475,0.0,0.0,0.6666666865348816,0.6037735939025879,0.0,0.4234801232814789,0.4749999940395355
frying,18,0,18,0.550000011920929,0.325,0.0,0.0,0.2666666805744171,0.4680851101875305,0.0,0.24491727352142334,0.32499998807907104
slicing,20,0,20,0.5121951103210449,0.24390243902439024,0.0,0.0,0.2857142984867096,0.3529411852359772,0.0,0.21288515627384186,0.24390244483947754
slicing,18,1,19,0.550000011920929,0.275,1.0,0.05263157933950424,0.4761904776096344,0.25641027092933655,0.10000000149011612,0.2775335907936096,0.2750000059604645
slicing,5,3,24,0.4749999940395355,0.35,0.375,0.15789473056793213,0.1599999964237213,0.6428571343421936,0.2222222238779068,0.34169313311576843,0.3499999940395355
slicing,10,19,29,0.75,0.75,0.6551724076271057,1.0,1.0,0.4444444477558136,0.7916666865348816,0.7453703880310059,0.75
whipping,19,0,19,0.5249999761581421,0.4,0.0,0.0,0.0,0.5714285969734192,0.0,0.190476194024086,0.4000000059604645
whipping,18,0,18,0.550000011920929,0.175,0.0,0.0,0.4375,0.0,0.0,0.1458333283662796,0.17499999701976776
browning,18,0,18,0.550000011920929,0.275,0.0,0.0,0.23999999463558197,0.4324324429035187,0.0,0.22414414584636688,0.2750000059604645
browning,18,0,18,0.550000011920929,0.325,0.0,0.0,0.1599999964237213,0.5945945978164673,0.0,0.2515315115451813,0.32499998807907104
browning,3,19,22,0.925000011920929,0.9,0.8636363744735718,1.0,0.0,0.8947368264198303,0.9268292784690857,0.6071887016296387,0.8999999761581421
browning,18,0,18,0.550000011920929,0.3,0.0,0.0,0.48275861144065857,0.3030303120613098,0.0,0.26192963123321533,0.30000001192092896
grating,19,0,19,0.5365853905677795,0.3170731707317073,0.0,0.0,0.0,0.48148149251937866,0.0,0.16049383580684662,0.31707316637039185
grating,7,16,23,0.8444444537162781,0.6444444444444445,1.0,0.695652186870575,0.0,0.6499999761581421,0.8205128312110901,0.490170955657959,0.644444465637207
chopping,3,15,21,0.8500000238418579,0.6,0.8823529481887817,0.7894737124443054,0.4615384638309479,0.3333333432674408,0.8333333134651184,0.5427350401878357,0.6000000238418579
chopping,19,0,19,0.5249999761581421,0.225,0.0,0.0,0.4375,0.13793103396892548,0.0,0.19181035459041595,0.22499999403953552
squeezing,2,18,20,0.949999988079071,0.65,0.8999999761581421,1.0,0.0,0.5333333611488342,0.9473684430122375,0.49356725811958313,0.6499999761581421
squeezing,2,17,19,0.949999988079071,0.8,1.0,0.8947368264198303,0.0,0.7894737124443054,0.9444444179534912,0.5779727101325989,0.800000011920929
zesting,18,0,18,0.550000011920929,0.35,0.0,0.0,0.0,0.6666666865348816,0.0,0.2222222238779068,0.3499999940395355
zesting,12,6,18,0.699999988079071,0.5,1.0,0.3333333432674408,0.5185185074806213,0.48275861144065857,0.5,0.5004256963729858,0.5
sauteing,17,0,17,0.574999988079071,0.35,0.0,0.0,0.6399999856948853,0.31578946113586426,0.0,0.3185964822769165,0.3499999940395355
sauteing,18,0,18,0.550000011920929,0.3,0.0,0.0,0.6428571343421936,0.1764705926179886,0.0,0.27310922741889954,0.30000001192092896
rolling,2,19,21,0.949999988079071,0.875,0.9047619104385376,1.0,0.4000000059604645,0.8571428656578064,0.949999988079071,0.7357142567634583,0.875
rolling,18,0,18,0.550000011920929,0.35,0.0,0.0,0.5,0.43478259444236755,0.0,0.3115942180156708,0.3499999940395355
peeling,4,2,22,0.5,0.4,0.3333333432674408,0.1111111119389534,0.2857142984867096,0.7142857313156128,0.1666666716337204,0.3888888657093048,0.4000000059604645
peeling,0,19,19,1.0,0.95,1.0,1.0,0.8333333134651184,0.9333333373069763,1.0,0.9222221970558167,0.949999988079071
peeling,18,0,18,0.550000011920929,0.25,0.0,0.0,0.5,0.21052631735801697,0.0,0.2368421107530594,0.25
peeling,18,0,18,0.550000011920929,0.4,0.0,0.0,0.4285714328289032,0.5416666865348816,0.0,0.32341268658638,0.4000000059604645
shredding,11,6,18,0.699999988079071,0.45,1.0,0.3333333432674408,0.42424243688583374,0.43478259444236755,0.5,0.4530083239078522,0.44999998807907104
shredding,18,0,18,0.550000011920929,0.125,0.0,0.0,0.3030303120613098,0.0,0.0,0.10101010650396347,0.125
chopping,8,0,24,0.4000000059604645,0.15,0.0,0.0,0.0,0.4285714328289032,0.0,0.1428571492433548,0.15000000596046448
chopping,4,0,20,0.5,0.25,0.0,0.0,0.3636363744735718,0.25,0.0,0.20454545319080353,0.25
chopping,1,5,19,0.6499999761581421,0.45,0.8333333134651184,0.2777777910232544,0.1599999964237213,0.7096773982048035,0.4166666567325592,0.4287813603878021,0.44999998807907104
chopping,18,0,18,0.550000011920929,0.475,0.0,0.0,0.4000000059604645,0.7142857313156128,0.0,0.37142857909202576,0.4749999940395355
shredding,5,13,18,0.875,0.75,1.0,0.7222222089767456,0.761904776096344,0.6428571343421936,0.8387096524238586,0.7478238940238953,0.75
shredding,18,0,18,0.550000011920929,0.4,0.0,0.0,0.529411792755127,0.5,0.0,0.343137264251709,0.4000000059604645
chopping,6,6,18,0.699999988079071,0.525,1.0,0.3333333432674408,0.125,0.699999988079071,0.5,0.44166669249534607,0.5249999761581421
chopping,0,7,18,0.7250000238418579,0.525,1.0,0.3888888955116272,0.4864864945411682,0.5555555820465088,0.5600000023841858,0.5340139865875244,0.5249999761581421
frying,18,0,18,0.550000011920929,0.3,0.0,0.0,0.2857142984867096,0.4166666567325592,0.0,0.2341269850730896,0.30000001192092896
